,Label,Synonym,Id,PMID,DefiningCitation,SuperCategory,Species/taxa,Definition,DefiningCriteria,Has role,FBbt Id,Abbrev,FBBT Link,Fasciculates with,CellSomaShape,CellSomaSize,Located in,SpineDensityOnDendrites,DendriteLocation,BranchingMetrics,AxonMyelination,AxonProjectionLaterality,LocationOfAxonArborization,LocationOfLocalAxonArborization,OriginOfAxon,Neurotransmitter/NeurotransmitterReceptors,MolecularConstituents,Curator_Notes,Phenotypes: ilx:has_location_phenotype,Notes
:Category:Hippocampus CA1 lacunosum moleculare neuron,Hippocampus CA1 lacunosum moleculare neuron,CA1 LM neuron,nlx_92500,,Bernard C & Wheal HV (1994),Neuron,:Category:Vertebrata,"CA1 Lacunosum-Moleculare (LM) interneurons are one of the inhibitory interneuron in the CA1 area. The L-M interneurons have been described as non-fast spiking cells (Kawaguchi and Hama, 1987) with membrane properties very different from those of pyramidal cells (Williams and Lacaille, 1993). Dendrites extend in the stratum lacunosum-moleculare, radiatum, and oriens and have a very wide extension in the transverse slice (Lacaille and Schwartzkroin, 1988a). The axonal arborization seems to cover a wide area in both transverse and longitudianal directions, projecting in stratum pyramidale and sometimes in the stratum oriens (Lacaille and Schwartzkroin, 1988a).",,,,,,,,,:Category:CA1 stratum lacunosum-moleculare,,":Category:CA1 alveus,:Category:CA1 stratum oriens,:Category:CA1 stratum radiatum,:Category:CA1 stratum lacunosum-moleculare",,,,":Category:CA1 alveus,:Category:CA1 stratum oriens,:Category:CA1 stratum pyramidale,:Category:CA1 stratum radiatum,:Category:CA1 stratum lacunosum-moleculare",,,,,"had to change soma/Axon location name because the page did not exist, Changed Soma/Axon location name from ""Category:CA1 stratum lacunosum-moleculare"" to ""Category:CA1 stratum lacunosum moleculare""","ilx:has_location_phenotype UBERON:0003881 , ilx:has_layer_location_phenotype UBERON:0014557 , ilx:has_circuit_role_phenotype inhibitory , ilx:has_circuit_role_phenotype intrinsic",
:Category:Hippocampus CA1 neurogliaform neuron,Hippocampus CA1 neurogliaform neuron,"CA1 NG cells,NG cells",nlx_cell_1006031,,"Price CJ et al., 2005",Neuron,:Category:Vertebrata,"CA1 neurogliaform neuron is a GABAergic interneuron, these cells are positive for NPY and co-express the actin-binding protein alpha-actinin-2. They are not positive for PV and VIP. Characteristically these neurons has a round cell body and short, non-spiny dendrites that were arranged in a stellate patterns around the cell body, spatially localized to the SLM, and often enter the molecular layer of the dentate gyrus. The axons are branched profusely close to soma occupying greater area than dendrites, like dendrites axons also tend to occupy mainly the SLM, often traveling fairly long distances along the SLM axis and mostly even entering the neighboring molecular layer of the dentate gyrus.",,,,NG,,,,,:Category:CA1 stratum lacunosum moleculare,:Category:Smooth,":Category:Dentate gyrus molecular layer,:Category:CA1 stratum lacunosum moleculare",,,,":Category:Dentate gyrus molecular layer,:Category:CA1 stratum lacunosum moleculare",,,,":Category:Neuropeptide Y,:Category:Alpha-actinin-2",,"ilx:has_location_phenotype UBERON:0003881 , ilx:has_layer_location_phenotype UBERON:0014557 , ilx:has_morphological_phenotype neurogliaform",
:Category:Hippocampus CA1 oriens lacunosum moleculare neuron,Hippocampus CA1 oriens lacunosum moleculare neuron,CA1 O-LM interneuron,nlx_cell_091206,15539390,"p70. Andersen et al. ""The Hippocampus Book"" 2007",Neuron,:Category:Vertebrata,"CA1 Oriens Lacunosum Moleculare (O-LM) cell is a neuron, which is characterized as a non-pyramidal cell type and interneuron that is mostly immunoreactive to GABAergic markers with the soma and dendrites mainly located in the CA1 stratum oriens and alveus, and axons extend directly to the stratum lacunosum-moleculare, ramifying there to form a dense plexus, forming symmetrical inhibitory synapses with the distal apical dendrites of pyramidal neurons while receiving excitatory input from CA1 recurrent collaterals in a disynaptic, feedback manner.",,,,CA1 O-LM,,,,,":Category:CA1 alveus,:Category:CA1 stratum oriens",,,,,,:Category:CA1 stratum lacunosum moleculare,,,,":Category:Parvalbumin,:Category:Somatostatin,:Category:MGluR1",,"ilx:has_location_phenotype UBERON:0003881 , ilx:has_layer_location_phenotype UBERON:0014570 , ilx:has_layer_location_phenotype UBERON:0014552 , ilx:has_projection_phenotype UBERON:0014557 , ilx:has_circuit_role_phenotype intrinsic",
:Category:Hippocampus CA1 pyramidal cell,Hippocampus CA1 pyramidal cell,"Hippocampal CA1 Pyramidal Neuron,CA1 pyramidal neuron,Hippocampal CA1 pyramidal cell",sao830368389,,,Neuron,:Category:Vertebrata,"Pyramidal neuron with a soma located in hippocampal area CA1.  It receives input from Schaffer collaterals of CA3 pyramidal neurons, and sends its axon to the subiculum and entorhinal cortex.",,:Category:Principal neuron role,,,,,Category:Pyramidal ,Large soma,:Category:CA1 stratum pyramidale,:Category:Spiny high density,":Category:CA1 stratum oriens,:Category:CA1 stratum radiatum,:Category:CA1 stratum lacunosum moleculare",apical/basal,myelinated,ipsilateral,":Category:Subiculum,:Category:Entorhinal cortex",:Category:Few,soma and sometimes dendrite,,,,"ilx:has_location_phenotype UBERON:0003881 , ilx:has_layer_location_phenotype UBERON:0014548 , ilx:has_circuit_role_phenotype principal , ilx:has_morphological_phenotype pyramidal",
:Category:Hippocampus CA1 stratum oriens neuron,Hippocampus CA1 stratum oriens neuron,"vertical cells (Lacaille and williams,1990)",nlx_cell_090807,7889123,"Benard & Wheal, Hippocampus, 1994",Neuron,:Category:Vertebrata,"CA1 stratum oriens neuron is a neuron, which is characterized as an interneuron by inhibiting pyramidal cells through the activation of GABAa (Traub et al., 1987a) with soma located in CA1 stratum orines and alveus, dendrites extending into all strata (Lacaille and williams, 1990) and axons covering a wide area in the transverse direction, projecting onto basal dendrites and soma of pyramidal cells and other interneurons (Lacaille et al., 1987) in the hippocampus.",,:Category:Intrinsic neuron role,,,,,,,":Category:CA1 stratum oriens,:Category:CA1 alveus",,":Category:CA1 stratum oriens,:Category:CA1 alveus,:Category:CA1 stratum pyramidale,:Category:CA1 stratum radiatum,:Category:CA1 stratum lacunosum moleculare",,,,":Category:CA1 stratum oriens,:Category:CA1 alveus,:Category:CA1 stratum pyramidale,:Category:CA1 stratum radiatum,:Category:CA1 stratum lacunosum moleculare",,,,:Category:GABA A-gated anionic channel,,"ilx:has_location_phenotype UBERON:0003881 , ilx:has_layer_location_phenotype UBERON:0014570 , ilx:has_layer_location_phenotype UBERON:0014552 , ilx:has_circuit_role_phenotype intrinsic",
:Category:Hippocampus CA1 trilaminar neuron,Hippocampus CA1 trilaminar neuron,CA1 trilaminar cell,nlx_27085,"15539390, 18599766, 18270515","Somogyi & Klausberger, 2005 (15539390); Klausberger T & Somogyi P, 2008 (18599766);Spruston, 2008 (18270515)",Neuron,:Category:Vertebrata,"The CA1 trilaminar neuron is a neuron that is characterized by its axon densely innervating three layers stratum oriens, pyramidale and radiatum (Sik et al. 1995) projecting to subiculum and possibly to other regions, while the soma and long horizontal dendrites are in stratum oriens with strong immunoreactivity for the m2 receptor in the somato-dendritic domain and intense presynaptic mGluR8a decoration. It must also be noted that the same name has been used for various other cells with axon in at least three laminae (Hajos & Mody, 1997; Pawelzik et al. 2002). However, for this particular cell class the axons project to subiculum and possibly to other brain areas as well.",,,,,,,,,":Category:CA1 alveus,:Category:CA1 stratum oriens",,":Category:CA1 alveus,:Category:CA1 stratum oriens,:Category:CA1 stratum radiatum",,,,":Category:CA1 alveus,:Category:CA1 stratum oriens,:Category:CA1 stratum pyramidale,:Category:CA1 stratum radiatum,:Category:Subiculum pyramidal cell layer",,,,":Category:M2 receptor,:Category:MGLuR8a",,"ilx:has_location_phenotype UBERON:0003881 , ilx:has_layer_location_phenotype UBERON:0014570 , ilx:has_layer_location_phenotype UBERON:0014552 , ilx:has_circuit_role_phenotype trilaminar",trilaminar is an extrinsic morphological phenotype
:Category:Hippocampus CA2 basket cell broad,Hippocampus CA2 basket cell broad,CA2 basket cell,nlx_cell_091207,17611285,Mercer et. al. J. Neurosci 2007 PMID: 17611285,Neuron,:Category:Vertebrata,"The CA2 basket cells are the largest group of interneurons whose vertically oriented dendrites extend across all layers from stratum oriens into stratum lacunosum-moleculare and whose axons ramify extensively in stratum pyramidale. The broad basket cells have significantly broader dendritic width, and axonal arbors than that of other types of CA2 basket cells or of CA1 basket cells.",,,,,,,,,":Category:Hippocampus,:Category:CA2",,,,,,":Category:CA1 stratum pyramidale,:Category:CA2 alveus,:Category:CA2 stratum oriens,:Category:CA2 stratum pyramidale,:Category:CA2 stratum radiatum,:Category:CA3 stratum pyramidale",,,,:Category:Parvalbumin,,"ilx:has_location_phenotype UBERON:0003882 , ilx:has_morphological_phenotype basket , ilx:has_morphological_phenotype broad",
:Category:Hippocampus CA2 basket cell narrow,Hippocampus CA2 basket cell narrow,CA2 basket cell,nlx_cell_091208,17611285,Mercer et al. J. Neurosci 2007 PMID: 17611285,Neuron,:Category:Vertebrata,The CA2 basket cells are the largest group of interneurons in the CA2 region whose vertically oriented dendrites extend across all layers from stratum oriens into stratum lacunosum-moleculare and whose axons ramify extensively in stratum pyramidale. The narrow basket cells are narrow and both dendrites and axons are confined to the region of origin.,,,,,,,,,:Category:CA2 stratum pyramidale,,":Category:CA2 alveus,:Category:CA2 stratum oriens,:Category:CA2 stratum radiatum,:Category:CA2 stratum lacunosum moleculare",,,,":Category:CA2 alveus,:Category:CA2 stratum oriens,:Category:CA2 stratum pyramidale,:Category:CA2 stratum radiatum",,,,":Category:Parvalbumin,:Category:Calbindin 28K",,"ilx:has_location_phenotype UBERON:0003882 , ilx:has_layer_location_phenotype UBERON:0014549 , ilx:has_morphological_phenotype basket , ilx:has_morphological_phenotype narrow",
:Category:Hippocampus CA2 bistratified cell broad,Hippocampus CA2 bistratified cell broad,CA2 bistratified cell,nlx_cell_091209,17611285,Mercer et al. J. Neurosci 2007 PMID: 17611285,Neuron,:Category:Vertebrata,"The CA2 bistratified cells have radially oriented dendrites that resemble CA1 bistratified cells, but they extend through stratum oriens and stratum radiatum without entering stratum lacunosum-moleculare. The broad CA2 bistratified cells have dendrites that extend horizontally into all three CA subfields.",,,,,,,,,:Category:CA2 stratum pyramidale,,":Category:CA2 alveus,:Category:CA2 stratum oriens,:Category:CA2 stratum pyramidale,:Category:CA2 stratum radiatum,:Category:CA1 stratum radiatum,:Category:CA3 stratum radiatum",,,,":Category:CA2 alveus,:Category:CA2 stratum oriens,:Category:CA2 stratum pyramidale,:Category:CA2 stratum radiatum,:Category:CA1 alveus,:Category:CA1 stratum oriens,:Category:CA1 stratum pyramidale,:Category:CA1 stratum radiatum",,,,:Category:Cholecystokinin,,"ilx:has_location_phenotype UBERON:0003882 , ilx:has_layer_location_phenotype UBERON:0014549 , ilx:has_morphological_phenotype bistratified , ilx:has_morphological_phenotype broad",
:Category:Hippocampus CA2 bistratified cell narrow,Hippocampus CA2 bistratified cell narrow,CA2 bistratified cell,nlx_cell_091004,17611285,Mercer et al. J. Neurosci 2007 PMID: 17611285,Neuron,:Category:Vertebrata,"A type of neuron found in hippocampal area CA2 characterized by radially oriented dendrites that resemble CA1 bistratified cells, but they extend through stratum oriens and stratum radiatum without entering stratum lacunosum-moleculare.  The narrow CA2 bistratified cell dendrites and axons are more confined within the CA2 region.",,,,,,,,,:Category:CA2 stratum pyramidale,,":Category:CA2 alveus,:Category:CA2 stratum oriens,:Category:CA2 stratum pyramidale,:Category:CA2 stratum radiatum",,,,":Category:CA2 alveus,:Category:CA2 stratum oriens,:Category:CA2 stratum pyramidale,:Category:CA2 stratum radiatum,:Category:CA1 alveus,:Category:CA1 stratum oriens,:Category:CA1 stratum pyramidale,:Category:CA1 stratum radiatum",,,,:Category:Cholecystokinin,,"ilx:has_location_phenotype UBERON:0003882 , ilx:has_layer_location_phenotype UBERON:0014549 , ilx:has_morphological_phenotype bistratified , ilx:has_morphological_phenotype narrow",
:Category:Hippocampus CA2 pyramidal neuron,Hippocampus CA2 pyramidal neuron,CA2 pyramidal cell,nlx_cell_20090311,17611285,Mercer et al. J. Neurosci 2007 PMID 17611285,Neuron,:Category:Vertebrata,"CA2 pyramidal cells are the primary excitatory cells of CA2 region of the hippocampus. These cells have shorter dendrites when compared to CA1 pyramidal cells. The axons arbors into stratum radiatum, as well as into stratum oriens of CA1, CA2 and CA3 regions. The CA2 pyramids are innervated by schaffer collaterals in stratum oriens and stratum radiatum and by input from entorhinal cortex in stratum lacunosum moleculare.",,,,,,,,,:Category:CA2,,,,,,":Category:CA1 alveus,:Category:CA1 stratum oriens,:Category:CA1 stratum radiatum,:Category:CA2 alveus,:Category:CA2 stratum oriens,:Category:CA2 stratum radiatum,:Category:CA3 alveus,:Category:CA3 stratum oriens,:Category:CA3 stratum radiatum",,,,,,"ilx:has_location_phenotype UBERON:0003882 , ilx:has_morphological_phenotype pyramidal",
:Category:Hippocampus CA3 IS-I cell,Hippocampus CA3 IS-I cell,CA3 Interneuron-specific I cell,nlx_cell_091210,8915675,"Freund & Buzsaki, 1996, p373, PMID 8915675",Neuron,:Category:Vertebrata,"The IS (Interneuron-Specific) subpopulation of interneurons have axons that preferentially innervate other interneurons. CA3 IS-I neurons are visualized for CR and occur in all subfields of hippocampus and dentate gyrus. The CA3 IS-I cells has soma located in strata radiatum, oriens and pyramidale. The dendritic tree arborizes extensively in stratum radiatum but may also invade other layers. The characteristic feature of these dendrites is that they from long dendrodendritic junctions with each other. The main axons ramify in stratum radiatum, where they emit several collaterals that course in all directions.",,,,CA3 IS I,,,,,":Category:CA3 alveus,:Category:CA3 stratum oriens,:Category:CA3 stratum radiatum,:Category:CA3 stratum pyramidale",,:Category:CA3 stratum radiatum,,,,:Category:CA3 stratum radiatum,,soma,,:Category:Calretinin,,"ilx:has_location_phenotype UBERON:0003883 , ilx:has_layer_location_phenotype UBERON:0014571 , ilx:has_layer_location_phenotype UBERON:0014553 , ilx:has_layer_location_phenotype UBERON:0014556 , ilx:has_layer_location_phenotype UBERON:0014550 , ilx:has_circuit_role_phenotype interneuron-specific I",
:Category:Hippocampus CA3 IS-II cell,Hippocampus CA3 IS-II cell,CA3 interneuron-specific II cell,nlx_cell_091211,8915675,"Freund & Buzsaki, 1996, p374, PMID 8915675",Neuron,:Category:Vertebrata,"The IS (Interneuron-Specific) subpopulation of interneurons have axons that preferentially innervate other interneurons. CA3 IS-II cell type is visualized by immunostaining for VIP. IS-II neurons are characterized in hippocampus alone, where their somata are found in stratum radiatum. The dendritic tree consists of a tuft of smooth or sparsely spiny dendrites restricted to stratum lacunosum-moleculare, where they profusely arborize. The axon descends toward stratum pyramidale, thus forming weeping willowlike arbor.",,,,CA3 IS II,,,,,:Category:CA3 stratum radiatum,,:Category:CA3 stratum lacunosum moleculare,,,,:Category:CA3 stratum radiatum,,soma,,:Category:Vasoactive Intestinal Polypeptide,,"ilx:has_location_phenotype UBERON:0003883 , ilx:has_layer_location_phenotype UBERON:0014556 , ilx:has_circuit_role_phenotype interneuron-specific II",
:Category:Hippocampus CA3 axo-axonic cell,Hippocampus CA3 axo-axonic cell,CA3 chandelier cell,nlx_cell_091212,p353 PMID 8915675,"Freund & Buzsaki, 1996, p355, PMID 8915675",Neuron,:Category:Vertebrata,"CA3 Chandelier cells of the hippocampus are very similar to those in the dentate gyrus. The cell bodies are located within or immediately adjacent to the pyramidal cell layer and possess radially oriented dendrites spanning all layers. According to the distribution of the dendritic tree, chandelier cells are in a position to receive excitatory input from all major sources of afferents in both the CA1 and CA3 subfields.",,,,,,,,,:Category:CA3 stratum pyramidale,,":Category:CA3 alveus,:Category:CA3 stratum oriens,:Category:CA3 stratum lacunosum moleculare,:Category:CA3 stratum radiatum,:Category:CA3 stratum lucidum",,,,":Category:CA3 alveus,:Category:CA3 stratum oriens,:Category:Proximal,:Category:CA3 stratum pyramidale",,soma,,,"Category:Proximal, page DNE","ilx:has_location_phenotype UBERON:0003883 , ilx:has_layer_location_phenotype UBERON:0014550 , ilx:has_morphological_phenotype axo-axonic",
:Category:Hippocampus CA3 basket cell,Hippocampus CA3 basket cell,CA3 pyramidal basket cell,nlx_cell_091213,"p357, PMID 8915675","Freund & Buzsaki, 1996, p357, PMID 8915675",Neuron,:Category:Vertebrata,"The CA3 basket cell is an interneuron located in hippocampus area CA3 characterized by a triangular or fusiform soma, with one to three dendrites extending from the cell soma.  One of the three dendrites originate from the apical pole of soma, which then branch profusely, ascend through stratum radiatum, and often penetrate stratum lacunosum-moelculare. Primary basal dendrites are more numerous. They also branch close to soma and fan out toward the alveus, spanning the entire depth of stratum oriens.",,,,,,,,,:Category:CA3 stratum pyramidale,,":Category:CA3 alveus,:Category:CA3 stratum oriens,:Category:CA3 stratum lucidum,:Category:CA3 stratum radiatum,:Category:CA3 stratum lacunosum moleculare",,,,":Category:CA3 alveus,:Category:CA3 oriens proximal,:Category:CA3 stratum pyramidale",,soma,,,,"ilx:has_location_phenotype UBERON:0003883 , ilx:has_layer_location_phenotype UBERON:0014550 , ilx:has_morphological_phenotype basket",
