,Label,Synonym,Id,PMID,DefiningCitation,SuperCategory,Species,Definition,DefiningCriteria,Has role,FBbt Id,Abbrev,FBBT Link
:Category:Isla magna of Calleja,Isla magna of Calleja,"Large island of Calleja,insula magna",nlx_55138,,,Regional part of brain,,Regional part of telencephalon;  the most prominent of the islands of Calleja located medially in the nucleus accumbens (adapted from Braininfo.org).,,,,ICm,
:Category:Islands of Calleja,Islands of Calleja,Islets of Calleja,birnlex_1113,2474005,,Regional part of brain,:Category:Mammal,Small clusters of granule cells located in the olfactory tubercle and also within the Island of Calleja magna that lies between the septum and the nucleus accumbens,,,,ICj,
:Category:Islands of Calleja of olfactory tubercle,Islands of Calleja of olfactory tubercle,Islets of Calleja,nlx_50741,2474005,,Regional part of brain,:Category:Mammal,Part of olfactory tubercle defined by dense aggregations of granule cells,,,,,
:Category:Isthmus of cingulate gyrus,Isthmus of cingulate gyrus,"isthmus of cingulate cortex,isthmus of the gyrus fornicatus,cingulo-parahippocampal isthmus",birnlex_1541,,,Regional part of brain,":Category:Human,:Category:Macaque",Component of the cingulate cortex comprising the region linking the posterior cingulate gyrus and the parahippocampal gyrus. The rostral and caudal boundaries were the posterior division of the cingulate cortex and the parahippocampal gyrus respectively. The medial and lateral boundaries were the medial wall (area unknown) and the precuneus respectively (Christine Fennema-Notestine).,topography,,,,
:Category:Juxtarestiform body,Juxtarestiform body,,birnlex_1101,,,Regional part of brain,,"Fibers interconnecting the cerebellum and vestibular nuclei, traveling medial to the restiform body (inferior cerebellar peduncle) (Nolte, The Human Brain, 6th ed., pg 497)",,,,,
:Category:Kolliker-Fuse nucleus,Kolliker-Fuse nucleus,diffuse reticular nucleus,birnlex_2641,,,Regional part of brain,,,,,,DRt,
:Category:Lamina dissecans of entorhinal cortex,Lamina dissecans of entorhinal cortex,"lamina dissecans,layer IV of entorhinal cortex",nlx_17980,,,Regional part of brain,,"Acellular layer of entorhinal cortex, usually identified as layer IV in some nomenclatures (Paxinos, The rat nervous system, Academic Press, 1995, pg 473-474).",,,,,
:Category:Lamina of septum pellucidum,Lamina of septum pellucidum,,birnlex_1554,,,Regional part of brain,,,,,,,
:Category:Lateral agranular field,Lateral agranular field,agranular lateral field,nlx_144408,6294151,"Donoghue JP, Wise SP. 1982. The motor cortex of the rat: cytoarchitecture and microstimulation mapping. J Comp Neurol. 212:76--88.",Regional part of brain,":Category:Rat,:Category:Mouse","""The lateral agranular field (AGl) lies between AGm and the SI cortex and is widest rostrally....Compared to AGm, AGl has a more homogeneous appearance of the superficial layers, layer II is less densely packed, and layer V is broader and contains larger, more densely staining cells."" (Donoghue and Wise, 1982)",cyto-architecture,,,AGl,
:Category:Lateral amygdaloid nucleus,Lateral amygdaloid nucleus,"lateral nucleus of amygdala,medial principal nucleus,lateral principal nucleus of amygdala",birnlex_2687,,,Regional part of brain,,"The sensory interface of the amygdala where plasticity is mediated (Phelps & LeDoux, 2005, PMID: 16242399).",,,,LA,
":Category:Lateral amygdaloid nucleus, dorsolateral part","Lateral amygdaloid nucleus, dorsolateral part",,birnlex_2689,,,Regional part of brain,,,,,,LaDL,
":Category:Lateral amygdaloid nucleus, ventrolateral part","Lateral amygdaloid nucleus, ventrolateral part",,birnlex_2690,,,Regional part of brain,,,,,,LaVL,
":Category:Lateral amygdaloid nucleus, ventromedial part","Lateral amygdaloid nucleus, ventromedial part",,birnlex_2691,,,Regional part of brain,,,,,,LaVM,
:Category:Lateral cervical nucleus,Lateral cervical nucleus,,nlx_144126,,,Regional part of brain,,,,,,,
:Category:Lateral geniculate nucleus,Lateral geniculate nucleus,"corpus geniculatum laterales,nucleus geniculatus lateralis,lateral geniculate nucleus,lateral geniculate complex,lateral geniculate body,lateral geniculate",birnlex_1662,,,Regional part of brain,,,,,,"LGN, LG",
:Category:Lateral habenular nucleus,Lateral habenular nucleus,"lateral habenula,nucleus habenularis lateralis epithalami,nucleus habenularis lateralis,nucleus habenulae lateralis",birnlex_1438,,,Regional part of brain,,,,,,LHb,
:Category:Lateral hypothalamic area,Lateral hypothalamic area,Lateral hypothalamus,birnlex_4037,,,Regional part of brain,,,,,,LH,
:Category:Lateral hypothalamic nucleus,Lateral hypothalamic nucleus,,birnlex_1199,,,Regional part of brain,,,,,,LHy,
:Category:Lateral lemniscus (birnlex 976),Lateral lemniscus (birnlex 976),,birnlex_976,,,Regional part of brain,,"A fiber bundle that runs through the medulla, pons and midbrain  that arises in the cochlear nucleus and projects to various brainstem nuclei and ultimately the contralateral inferior colliculus of the midbrain. The brainstem nuclei include the superior olive, the medial nucleus of the trapezoid body, and the dorsal nucleus of the lateral lemniscus. Fibers leaving these brainstem nuclei ascending to the inferior colliculus rejoin the lateral lemniscus. In that sense, this is not a 'lemniscus' in the true sense of the word (second order, decussated sensory axons), as there is third (and out of the lateral superior olive, fourth) order information coming out of some of these brainstem nuclei. Adapted from Wikipedia.org (MM).",,,,,
:Category:Lateral mammillary nucleus,Lateral mammillary nucleus,"Lateral mammillary hypothalamic nucleus,lateral mamillary nucleus",birnlex_1460,,,Regional part of brain,":Category:Mouse,:Category:Rhesus monkey,:Category:Adult human",,,":Category:Head direction,:Category:Pitch,:Category:Velocity",,LM,
:Category:Lateral medullary lamina,Lateral medullary lamina,"lateral medulary stria,external medulary lamina of lentiform nucleus,outer medulary lamina,lateral medulary lamina of globus pallidus,external medulary lamina of globus pallidus,medulary lamina of pallidum,external medullary lamina",birnlex_1634,,,Regional part of brain,,"Thin band of myelinated fibers lying on the lateral (external) surface of the globus pallidus, external segment, separating it from the putamen.  (Carpenter, A core text of neuroanatomy, 3rd ed., 1985, pg 303).",,,,lml,
:Category:Lateral nuclear group,Lateral nuclear group,"lateral group of the dorsal thalamus,nuclei laterales thalami,lateral thalamic nucleus,nucleus lateralis thalami,lateral nucleus of thalamus,lateral nuclear group",birnlex_1537,,,Regional part of brain,,,,,,LNG,
:Category:Lateral nucleus of stria terminalis,Lateral nucleus of stria terminalis,"Lateral bed nucleus of the stria terminalis,Lateral bed nucleus of stria terminalis",nlx_54921,,,Regional part of brain,,,,,,BSTL,
:Category:Lateral occipital cortex,Lateral occipital cortex,lateral occipital gyrus,birnlex_735,,,Regional part of brain,:Category:Human,Component of the occipital lobe.  The rostral and caudal boundaries of the lateral occipital cortex were the superior parietal gyrus and as the last visible portion of occipital cortex respectively. The medial and lateral boundaries were the cuneus/pericalcarine cortex and the inferior temporal/inferior parietal gyri respectively (Christine Fennema-Notestine).,,,,,
:Category:Lateral occipital sulcus,Lateral occipital sulcus,Sulcus occipitalis lateralis,birnlex_4018,,,Superficial feature part of occipital lobe,,,,,,locs,
:Category:Lateral orbital frontal cortex,Lateral orbital frontal cortex,,birnlex_1244,,,Regional part of brain,,Component of the orbtial frontal cortex The rostral boundary is the first slice where the lateral orbital gyrus is apparent with the frontomarginal sulcus whereas the caudal boundary is the disappearance of the lateral orbital gyrus. The medial and lateral boundaries are the midpoint of the olfactory sulcus and the lateral bank of the lateral orbital sulcus and/or the circular insular sulcus respectively (Christine Fennema-Notestine).,,,,,
:Category:Lateral orbital gyrus,Lateral orbital gyrus,,birnlex_1036,,,Regional part of brain,:Category:Human,,,,,,
:Category:Lateral parabrachial nucleus,Lateral parabrachial nucleus,,birnlex_897,,,Regional part of brain,,,,,,LPB,
:Category:Lateral paragigantocellular nucleus,Lateral paragigantocellular nucleus,nucleus paragigantocellularis lateralis,nlx_143582,,"Olszewski and Baxter, 1954 J Olszewski and D Baxter Cytoarchitecture of the Human Brain, Karger, Basel (1954), p. 159.",Regional part of brain,":Category:Human,:Category:Rat","Nucleus located in the rostral ventrolateral medulla.  The PGL was originally identified by cytoarchitectural criteria in the human medulla (Olszewski and Baxter, 1954). In humans, the PGL is located in the ventrolateral quadrant of the rostral medullary tegmentum between the nucleus subtrigeminalis caudally, trapezoid body and the superior olive rostrally, nucleus gigantocellularis medially, spinothalamic tract fibers laterally, inferior olive ventrally, and the nucleus ambiguous dorsally (Olszewski and Baxter, 1954). In the rat, the PGL has been further subdivided into retrofacial PGL (caudal to the facial nucleus), and more rostrally located juxtafacial PGL (medial to the facial nucleus), based upon different connectivity.",cyto-architecture,,,PGL,
:Category:Lateral part of basal amygdaloid nucleus,Lateral part of basal amygdaloid nucleus,"lateral division of basal nucleus,lateral basal nucleus of amygdala",birnlex_2695,,,Regional part of brain,,,,,,BAL,
:Category:Lateral part of medial mammillary nucleus,Lateral part of medial mammillary nucleus,"intermediate mammillary nucleus,lateral subdivision of medial mammillary nucleus,lateral mammillary nucleus (Gagel),intercalated mammillary nucleus",birnlex_1314,,,Regional part of brain,,,,,,"MML, ML",
:Category:Lateral pericuneate nucleus,Lateral pericuneate nucleus,,birnlex_2647,,,Regional part of brain,,,,,,LPCu,
:Category:Lateral pes lemniscus,Lateral pes lemniscus,,birnlex_902,,,Regional part of brain,,,,,,lpl,
:Category:Lateral posterior nucleus,Lateral posterior nucleus,"caudal part,lateral posterior nucleus of thalamus,posterior lateral nucleus of thalamus,nucleus lateralis posterior thalami,nucleus lateralis thalami posterior,nucleus dorso-caudalis,lateral posterior thalamic nucleus,lateral posterior nucleus of the thalamus,nucleus dorsocaudalis (Hassler),nucleus lateralis posterior,laterodorsal nucleus",birnlex_835,,,Nucleus of CNS,,,,,,LP,
:Category:Lateral preoptic nucleus,Lateral preoptic nucleus,"Lateral preoptic hypothalamic nucleus,Lateral preoptic area",birnlex_1722,,,Regional part of brain,,,,,,LPO,
:Category:Lateral pulvinar nucleus,Lateral pulvinar nucleus,"lateral pulvinar nucleus of thalamus,nucleus pulvinaris lateralis thalami,nucleus pulvinaris lateralis,pars lateralis,nucleus pulvinaris thalami,nucleus pulvinaris lateralis (Hassler)",birnlex_1228,"246,869,990,349,116,000,000,000,000,000,000,000",,Regional part of brain,,,,,,LPul,
:Category:Lateral reticular nucleus,Lateral reticular nucleus,,nlx_anat_20081246,,,Regional part of brain,,,,:Category:Precerebellar nucleus,,LRt,
:Category:Lateral septal nucleus,Lateral septal nucleus,"lateral septal nucleus (Cajal),lateral septum nucleus,lateral parolfactory nucleus,Lateral septum",birnlex_1321,,,Regional part of brain,,"Regional part of the septal nuclei, lying dorsal and slightly lateral to the medial septal nucleus.  The lateral septum receives the bulk of projections of areas projecting to the septal nuclei (Adapted from Brodal, 1981).",,,,,
:Category:Lateral shell of nucleus accumbens,Lateral shell of nucleus accumbens,,nlx_68170,,,Shell of nucleus accumbens,,,,,,,
:Category:Lateral spinal nucleus,Lateral spinal nucleus,,nlx_144473,,,Regional part of brain,:Category:Rat,,,,,,
:Category:Lateral superior olivary nucleus,Lateral superior olivary nucleus,,birnlex_1675,,,Regional part of brain,,"One of two recognized nuclei comprising the superior olive.  The lateral superior olivary nucleus is much less prominent in humans than in many rodents and carnivores.  In the latter species, it is frequently described as S- or V-shaped.",,,,LSO,
:Category:Lateral tegmental nucleus,Lateral tegmental nucleus,,nlx_144474,,,Regional part of brain,:Category:Rat,,,,,,
:Category:Lateral tuberal nuclear complex,Lateral tuberal nuclear complex,"Lateral tuberal hypothalamic nuclei,Lateral tuberal nucleus,Lateral tuberal nuclei",birnlex_1206,,,Regional part of brain,,,,,,LTu,
:Category:Lateral ventricle,Lateral ventricle,,birnlex_1263,,,Regional part of brain,,"Part of the ventricular system of the brain in each of the cerebral hemispheres. The lateral ventricle in each hemisphere is separated from the other by the septum and each communicates with the THIRD VENTRICLE by the foramen of Monro, In species, particularly those with well developed cortex, the lateral ventrical may be subdivided into anterior, posterior and temporal horns and a body",,,,LV,
:Category:Lateral vestibular nucleus,Lateral vestibular nucleus,"Deiter's nucleus,lateral vestibular nucleus (Deiters),nucleus of Deiters,Nucleus vestibularis lateralis",nlx_144002,,,Regional part of brain,:Category:Mammal,"One of the nuclei comprising the vestibular nuclear complex. In some mammals, e.g., primates, it is further subdivided into subnuclei.  It therefore differs in appearance and topology in different mammals.",cyto-architecture,,,,
